Gender,Marital Status,Age,Education,Income,Occupation,Settlement Size
female,non-single (divorced / separated / married / widowed),45,university,157174.0,skilled employee / official,big city
male,single,40,high school,133113.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),42,graduate school,143640.0,management / self-employed / highly qualified employee / officer,big city
male,non-single (divorced / separated / married / widowed),38,university,125984.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),52,university,192048.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),51,university,187450.0,skilled employee / official,big city
male,single,42,high school,142444.0,unemployed / unskilled,small city
male,single,34,high school,103524.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),51,university,185312.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),66,university,260137.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),52,graduate school,193206.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),46,university,165156.0,skilled employee / official,small city
male,non-single (divorced / separated / married / widowed),45,graduate school,158851.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),42,high school,142574.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),48,university,170718.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),30,university,82679.0,skilled employee / official,mid-sized city
male,single,30,high school,87061.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),38,university,124752.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),51,high school,186396.0,skilled employee / official,big city
male,single,38,high school,121331.0,unemployed / unskilled,small city
male,single,46,high school,163302.0,unemployed / unskilled,small city
female,single,42,high school,145242.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),44,university,152411.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),52,university,192885.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),54,university,201524.0,skilled employee / official,big city
female,single,33,high school,98630.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),59,university,228170.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),48,university,173674.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),51,high school,189213.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),46,university,163830.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),52,university,191411.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),44,university,151713.0,skilled employee / official,big city
male,single,44,high school,151303.0,unemployed / unskilled,small city
male,single,35,other / unknown,109104.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),45,university,156859.0,management / self-employed / highly qualified employee / officer,big city
male,non-single (divorced / separated / married / widowed),48,university,174260.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),43,university,149354.0,management / self-employed / highly qualified employee / officer,small city
female,non-single (divorced / separated / married / widowed),38,university,122586.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),38,graduate school,121882.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),41,graduate school,138251.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),58,university,219080.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),45,university,155975.0,management / self-employed / highly qualified employee / officer,big city
male,non-single (divorced / separated / married / widowed),49,university,176061.0,management / self-employed / highly qualified employee / officer,big city
